song,event_idx,lyric,interval_pitch,consonant,vowel,special
29,60,つ,-4.0,ts,u,None
29,61,な,4.0,n,a,None
29,62,が,0.0,g,a,None
29,62,っ,,None,None,cl
29,63,て,7.0,t,e,None
29,64,る,-4.0,r,u,None
29,66,お,,None,o,None
29,67,な,2.0,n,a,None
29,68,じ,-2.0,j,i,None
29,69,ゆ,2.0,y,u,None
29,70,め,-2.0,m,e,None
29,71,み,-5.0,m,i,None
29,72,て,5.0,t,e,None
29,73,る,2.0,r,u,None
29,74,こ,2.0,k,o,None
29,75,と,1.0,t,o,None
29,77,ゆ,,y,u,None
29,78,う,0.0,None,u,None
29,79,き,-2.0,k,i,None
29,80,に,-3.0,n,i,None
29,81,な,-2.0,n,a,None
29,82,る,-2.0,r,u,None
29,83,よ,4.0,y,o,None
29,86,お,,None,o,None
29,87,ち,-2.0,ch,i,None
29,88,こ,2.0,k,o,None
29,89,ん,5.0,None,None,N
29,90,だ,-2.0,d,a,None
29,91,り,-3.0,r,i,None
29,93,じ,,j,i,None
29,94,し,-2.0,sh,i,None
29,95,ん,-2.0,None,None,N
29,96,な,4.0,n,a,None
29,97,く,-2.0,k,u,None
29,98,な,-2.0,n,a,None
29,99,る,2.0,r,u,None
29,100,と,5.0,t,o,None
29,101,き,-2.0,k,i,None
29,102,も,-1.0,m,o,None
29,104,あ,,None,a,None
29,105,る,-2.0,r,u,None
29,106,け,-2.0,k,e,None
29,107,ど,0.0,d,o,None
29,108,て,-3.0,t,e,None
29,109,と,7.0,t,o,None
29,110,て,-2.0,t,e,None
29,111,つ,5.0,ts,u,None
29,112,な,-3.0,n,a,None
29,113,ぎ,0.0,g,i,None
29,114,な,-2.0,n,a,None
29,115,み,-2.0,m,i,None
29,116,だ,2.0,d,a,None
29,117,お,2.0,None,o,None
29,119,ふ,,f,u,None
29,119,っ,,None,None,cl
29,120,と,-3.0,t,o,None
29,122,ちゃ,-2.0,ch,a,None
29,123,え,0.0,None,e,None
29,124,こ,-7.0,k,o,None
29,125,え,12.0,None,e,None
29,126,も,-1.0,m,o,None
29,127,き,-2.0,k,i,None
29,128,ぼ,5.0,b,o,None
29,129,も,-3.0,m,o,None
29,130,か,-2.0,k,a,None
29,131,さ,-2.0,s,a,None
29,132,ね,-3.0,n,e,None
29,133,て,3.0,t,e,None
29,135,ひゃ,,hy,a,None
29,136,く,9.0,k,u,None
29,137,ぱ,-2.0,p,a,None
29,138,せ,-2.0,s,e,None
29,138,ん,,None,None,N
29,139,と,7.0,t,o,None
29,140,の,-1.0,n,o,None
29,141,す,0.0,s,u,None
29,142,ま,-4.0,m,a,None
29,143,い,-5.0,None,i,None
29,144,る,2.0,r,u,None
29,146,と,,t,o,None
29,148,き,,k,i,None
29,149,が,-1.0,g,a,None
29,150,と,-2.0,t,o,None
29,151,ま,5.0,m,a,None
29,152,る,-3.0,r,u,None
29,153,く,-2.0,k,u,None
29,154,ら,-2.0,r,a,None
29,155,い,-3.0,None,i,None
29,156,の,3.0,n,o,None
29,158,ひ,,h,i,None
29,159,か,-2.0,k,a,None
29,160,り,-2.0,r,i,None
29,162,は,,w,a,None
29,163,な,2.0,n,a,None
29,164,て,1.0,t,e,None
29,166,うぃ,,w,i,None
29,167,あ,-3.0,None,a,None
29,168,わ,1.0,w,a,None
29,168,ん,,None,None,N
29,170,と,,t,o,None
29,171,き,12.0,k,i,None
29,172,め,-1.0,m,e,None
29,173,き,-2.0,k,i,None
29,174,ぜ,5.0,z,e,None
29,174,っ,,None,None,cl
29,175,た,-3.0,t,a,None
29,175,い,,None,i,None
29,176,み,-2.0,m,i,None
29,177,つ,-2.0,ts,u,None
29,178,け,-3.0,k,e,None
29,179,よ,3.0,y,o,None
29,181,み,,m,i,None
29,182,ん,9.0,None,None,N
29,183,な,-2.0,n,a,None
29,184,こ,-2.0,k,o,None
29,185,きゅ,7.0,ky,u,None
29,186,お,-1.0,None,o,None
29,187,あ,0.0,None,a,None
29,188,わ,1.0,w,a,None
29,189,せ,2.0,s,e,None
29,190,て,2.0,t,e,None
29,192,こ,,k,o,None
29,193,こ,12.0,k,o,None
29,194,か,-1.0,k,a,None
29,195,ら,-2.0,r,a,None
29,196,い,5.0,None,i,None
29,196,っ,,None,None,cl
29,197,ぽ,-3.0,p,o,None
29,198,す,-2.0,s,u,None
29,199,す,-2.0,s,u,None
29,200,め,-3.0,m,e,None
29,201,ば,3.0,b,a,None
29,203,き,,k,i,None
29,204,み,2.0,m,i,None
29,205,も,5.0,m,o,None
29,207,ひ,,h,i,None
29,208,か,2.0,k,a,None
29,209,る,2.0,r,u,None
29,211,うぃ,,w,i,None
29,212,あ,-2.0,None,a,None
29,213,わ,-2.0,w,a,None
30,11,こ,,k,o,None
30,12,と,0.0,t,o,None
30,13,ば,-2.0,b,a,None
30,14,な,2.0,n,a,None
30,14,ん,,None,None,N
30,15,て,3.0,t,e,None
30,17,い,,None,i,None
30,18,ら,1.0,r,a,None
30,19,な,4.0,n,a,None
30,20,い,-2.0,None,i,None
30,21,か,0.0,k,a,None
30,22,ら,-3.0,r,a,None
30,24,す,,s,u,None
30,25,れ,0.0,r,e,None
30,26,ち,-2.0,ch,i,None
30,27,が,2.0,g,a,None
30,28,う,3.0,None,u,None
30,30,た,,t,a,None
30,31,だ,2.0,d,a,None
30,32,そ,-4.0,s,o,None
30,33,れ,0.0,r,e,None
30,34,だ,3.0,d,a,None
30,35,け,-1.0,k,e,None
30,37,で,,d,e,None
30,39,さ,,s,a,None
30,40,き,0.0,k,i,None
30,41,ば,-2.0,b,a,None
30,42,し,2.0,sh,i,None
30,43,る,3.0,r,u,None
30,45,き,,k,i,None
30,46,も,1.0,m,o,None
30,47,ち,4.0,ch,i,None
30,48,い,-2.0,None,i,None
30,49,さ,0.0,s,a,None
30,50,え,4.0,None,e,None
30,52,い,,None,i,None
30,53,つ,7.0,ts,u,None
30,54,も,-2.0,m,o,None
30,56,と,,t,o,None
30,57,お,-2.0,None,o,None
30,58,り,0.0,r,i,None
30,59,い,-2.0,None,i,None
30,63,な,,n,a,None
30,64,つ,0.0,ts,u,None
30,65,か,-2.0,k,a,None
30,66,し,2.0,sh,i,None
30,67,い,3.0,None,i,None
30,69,め,,m,e,None
30,70,ろ,1.0,r,o,None
30,71,でぃ,4.0,d,i,None
30,72,い,-2.0,None,i,None
30,73,い,0.0,None,i,None
30,74,に,-3.0,n,i,None
30,76,お,,None,o,None
30,77,も,0.0,m,o,None
30,78,い,-2.0,None,i,None
30,79,で,2.0,d,e,None
30,80,が,3.0,g,a,None
30,82,ふ,,f,u,None
30,83,と,2.0,t,o,None
30,84,よ,-4.0,y,o,None
30,85,み,0.0,m,i,None
30,86,が,3.0,g,a,None
30,87,え,-1.0,None,e,None
30,88,る,-2.0,r,u,None
30,90,む,,m,u,None
30,91,ね,0.0,n,e,None
30,92,の,-2.0,n,o,None
30,93,お,2.0,None,o,None
30,94,く,3.0,k,u,None
30,96,し,,sh,i,None
30,97,め,1.0,m,e,None
30,98,つ,4.0,ts,u,None
30,99,け,-2.0,k,e,None
30,100,た,4.0,t,a,None
30,102,に,,n,i,None
30,103,ぶ,7.0,b,u,None
30,104,い,-2.0,None,i,None
30,106,い,,None,i,None
30,107,た,-1.0,t,a,None
30,108,み,0.0,m,i,None
30,109,い,1.0,None,i,None
30,111,あ,,None,a,None
30,111,い,,None,i,None
30,112,の,5.0,n,o,None
30,113,ゆ,2.0,y,u,None
30,113,あ,,None,a,None
30,114,ふぃ,2.0,f,i,None
30,114,い,,None,i,None
30,115,り,-2.0,r,i,None
30,115,ん,,None,None,N
30,116,き,-3.0,k,i,None
30,117,ず,3.0,z,u,None
30,118,い,-2.0,None,i,None
30,119,て,-1.0,t,e,None
30,120,る,1.0,r,u,None
30,123,あ,,None,a,None
30,124,な,2.0,n,a,None
30,125,た,1.0,t,a,None
30,126,に,-3.0,n,i,None
30,127,と,7.0,t,o,None
30,127,っ,,None,None,cl
30,128,て,-2.0,t,e,None
30,131,わ,,w,a,None
30,132,が,1.0,g,a,None
30,133,ま,2.0,m,a,None
30,134,ま,-3.0,m,a,None
30,135,だ,6.0,d,a,None
30,135,っ,,None,None,cl
30,136,て,-1.0,t,e,None
30,139,だ,,d,a,None
30,140,け,-2.0,k,e,None
30,141,ど,0.0,d,o,None
30,142,こ,-3.0,k,o,None
30,143,の,8.0,n,o,None
30,145,お,,None,o,None
30,146,も,0.0,m,o,None
30,147,い,1.0,None,i,None
30,148,と,-3.0,t,o,None
30,149,め,-2.0,m,e,None
30,150,ら,-2.0,r,a,None
30,151,れ,2.0,r,e,None
30,152,な,2.0,n,a,None
30,154,い,,None,i,None
30,155,の,0.0,n,o,None
30,156,お,-2.0,None,o,None
30,158,も,,m,o,None
30,159,え,7.0,None,e,None
30,160,あ,-2.0,None,a,None
30,161,が,-1.0,g,a,None
30,162,る,-2.0,r,u,None
30,163,べ,2.0,b,e,None
30,163,い,,None,i,None
30,164,び,1.0,b,i,None
30,165,べ,-1.0,b,e,None
30,165,い,,None,i,None
30,166,び,-4.0,b,i,None
30,168,ず,-2.0,z,u,None
30,170,べ,,b,e,None
30,170,い,,None,i,None
30,171,び,1.0,b,i,None
30,172,べ,-1.0,b,e,None
30,172,い,,None,i,None
30,173,び,-4.0,b,i,None
30,175,ず,-2.0,z,u,None
30,177,こ,,k,o,None
30,178,の,0.0,n,o,None
30,179,て,9.0,t,e,None
30,180,お,-2.0,None,o,None
30,182,つ,,ts,u,None
30,183,な,0.0,n,a,None
30,184,い,-1.0,None,i,None
30,185,だ,-2.0,d,a,None
30,186,ら,0.0,r,a,None
30,187,あ,2.0,None,a,None
30,188,お,-4.0,None,o,None
30,189,お,2.0,None,o,None
30,190,べ,2.0,b,e,None
30,190,い,,None,i,None
30,191,び,1.0,b,i,None
30,192,べ,-1.0,b,e,None
30,192,い,,None,i,None
30,193,び,-4.0,b,i,None
30,195,ず,-2.0,z,u,None
30,197,べ,,b,e,None
30,197,い,,None,i,None
30,198,び,1.0,b,i,None
30,199,べ,-1.0,b,e,None
30,199,い,,None,i,None
30,200,び,-4.0,b,i,None
30,202,ず,-2.0,z,u,None
30,204,つ,,ts,u,None
30,205,よ,0.0,y,o,None
30,206,く,5.0,k,u,None
30,207,に,-1.0,n,i,None
30,209,ぎ,,g,i,None
30,209,っ,,None,None,cl
30,211,て,,t,e,None
30,212,え,1.0,None,e,None
30,214,い,,None,i,None
30,215,つ,7.0,ts,u,None
30,216,の,-2.0,n,o,None
30,217,ひ,-1.0,h,i,None
30,218,か,-2.0,k,a,None
30,219,べ,2.0,b,e,None
30,219,い,,None,i,None
30,220,び,1.0,b,i,None
30,221,べ,-1.0,b,e,None
30,221,い,,None,i,None
30,222,び,-4.0,b,i,None
30,224,ず,-2.0,z,u,None
30,226,べ,,b,e,None
30,226,い,,None,i,None
30,228,び,,b,i,None
30,229,べ,-1.0,b,e,None
30,229,い,,None,i,None
30,230,び,-4.0,b,i,None
30,232,ず,-2.0,z,u,None
30,234,く,,k,u,None
30,235,ち,0.0,ch,i,None
30,236,び,9.0,b,i,None
30,237,る,-2.0,r,u,None
30,239,か,,k,a,None
30,241,さ,,s,a,None
30,242,ね,2.0,n,e,None
30,243,た,-2.0,t,a,None
30,244,ら,0.0,r,a,None
30,245,あ,-1.0,None,a,None
30,246,お,-4.0,None,o,None
30,247,お,2.0,None,o,None
30,248,べ,2.0,b,e,None
30,248,い,,None,i,None
30,249,び,1.0,b,i,None
30,250,べ,-1.0,b,e,None
30,250,い,,None,i,None
30,251,び,-4.0,b,i,None
30,253,ず,-2.0,z,u,None
30,255,べ,,b,e,None
30,255,い,,None,i,None
30,257,び,,b,i,None
30,258,べ,-1.0,b,e,None
30,258,い,,None,i,None
30,259,び,1.0,b,i,None
30,260,ぷ,0.0,p,u,None
30,261,り,2.0,r,i,None
30,262,ず,2.0,z,u,None
30,264,あ,,None,a,None
30,265,か,-1.0,k,a,None
30,266,く,0.0,k,u,None
30,267,そ,0.0,s,o,None
30,268,ま,5.0,m,a,None
30,268,っ,,None,None,cl
30,270,て,,t,e,None
30,271,え,-2.0,None,e,None
30,272,く,0.0,k,u,None
31,15,あ,,None,a,None
31,16,り,0.0,r,i,None
31,16,っ,,None,None,cl
31,17,た,0.0,t,a,None
31,18,け,-1.0,k,e,None
31,19,の,1.0,n,o,None
31,20,あ,2.0,None,a,None
31,20,い,,None,i,None
31,22,ゆ,-4.0,y,u,None
31,24,み,,m,i,None
31,25,の,0.0,n,o,None
31,26,ら,0.0,r,a,None
31,27,な,0.0,n,a,None
31,28,か,-1.0,k,a,None
31,28,っ,,None,None,cl
31,29,た,1.0,t,a,None
31,30,ま,2.0,m,a,None
31,30,い,,None,i,None
31,34,き,,k,i,None
31,35,み,3.0,m,i,None
31,36,わ,0.0,w,a,None
31,37,い,0.0,None,i,None
31,38,つ,-5.0,ts,u,None
31,39,で,7.0,d,e,None
31,40,も,-2.0,m,o,None
31,42,ま,,m,a,None
31,43,も,1.0,m,o,None
31,43,っ,,None,None,cl
31,44,て,2.0,t,e,None
31,45,く,1.0,k,u,None
31,46,れ,2.0,r,e,None
31,47,た,-2.0,t,a,None
31,48,あ,2.0,None,a,None
31,51,け,,k,e,None
31,52,ん,2.0,None,None,N
31,53,か,0.0,k,a,None
31,54,も,0.0,m,o,None
31,55,し,-1.0,sh,i,None
31,56,た,1.0,t,a,None
31,57,け,2.0,k,e,None
31,58,れ,-3.0,r,e,None
31,59,ど,-4.0,d,o,None
31,61,だ,,d,a,None
31,62,か,0.0,k,a,None
31,63,ら,0.0,r,a,None
31,64,こ,0.0,k,o,None
31,65,そ,-1.0,s,o,None
31,66,し,1.0,sh,i,None
31,67,ん,2.0,None,None,N
31,68,ゆ,2.0,y,u,None
31,69,う,-5.0,None,u,None
31,71,な,,n,a,None
31,72,ん,2.0,None,None,N
31,73,で,1.0,d,e,None
31,74,も,0.0,m,o,None
31,75,ぜ,-1.0,z,e,None
31,76,ん,3.0,None,None,N
31,77,ぶ,-2.0,b,u,None
31,79,わ,,w,a,None
31,80,か,0.0,k,a,None
31,81,ち,2.0,ch,i,None
31,82,あ,-2.0,None,a,None
31,83,っ,-1.0,None,None,cl
31,84,た,1.0,t,a,None
31,86,い,,None,i,None
31,87,しょ,0.0,sh,o,None
31,88,に,0.0,n,i,None
31,89,す,0.0,s,u,None
31,90,ご,-1.0,g,o,None
31,91,し,-2.0,sh,i,None
31,92,た,3.0,t,a,None
31,93,ひ,-1.0,h,i,None
31,94,び,-4.0,b,i,None
31,95,わ,0.0,w,a,None
31,97,ず,,z,u,None
31,98,う,2.0,None,u,None
31,99,と,1.0,t,o,None
31,101,わ,,w,a,None
31,102,た,2.0,t,a,None
31,103,し,-2.0,sh,i,None
31,104,た,2.0,t,a,None
31,105,ち,2.0,ch,i,None
31,106,お,1.0,None,o,None
31,107,さ,-1.0,s,a,None
31,108,さ,1.0,s,a,None
31,109,え,2.0,None,e,None
31,110,て,2.0,t,e,None
31,111,る,-2.0,r,u,None
31,112,よ,0.0,y,o,None
31,115,は,,w,a,None
31,116,る,2.0,r,u,None
31,117,か,1.0,k,a,None
31,118,ぜ,0.0,z,e,None
31,119,き,0.0,k,i,None
31,120,ら,2.0,r,a,None
31,121,り,2.0,r,i,None
31,123,あ,,None,a,None
31,124,り,0.0,r,i,None
31,125,が,0.0,g,a,None
31,126,と,2.0,t,o,None
31,127,お,1.0,None,o,None
31,129,ぜ,,z,e,None
31,129,っ,,None,None,cl
31,130,た,0.0,t,a,None
31,130,い,,None,i,None
31,131,わ,0.0,w,a,None
31,132,す,-2.0,s,u,None
31,133,れ,-1.0,r,e,None
31,134,な,-2.0,n,a,None
31,135,い,-2.0,None,i,None
31,136,め,0.0,m,e,None
31,137,も,-1.0,m,o,None
31,140,か,,k,a,None
31,141,が,5.0,g,a,None
31,142,や,-1.0,y,a,None
31,143,く,-2.0,k,u,None
31,144,お,-2.0,None,o,None
31,145,も,2.0,m,o,None
31,146,い,-3.0,None,i,None
31,147,で,1.0,d,e,None
31,148,が,2.0,g,a,None
31,149,あ,3.0,None,a,None
31,150,ふ,-1.0,f,u,None
31,151,れ,0.0,r,e,None
31,152,だ,-2.0,d,a,None
31,153,す,2.0,s,u,None
31,155,む,,m,u,None
31,156,ね,2.0,n,e,None
31,157,きゅ,1.0,ky,u,None
31,158,ん,0.0,None,None,N
31,159,し,0.0,sh,i,None
31,160,た,2.0,t,a,None
31,161,り,2.0,r,i,None
31,163,お,,None,o,None
31,163,お,,None,o,None
31,164,な,0.0,n,a,None
31,165,き,0.0,k,i,None
31,166,し,2.0,sh,i,None
31,167,て,1.0,t,e,None
31,169,い,,None,i,None
31,169,っ,,None,None,cl
31,170,ぱ,0.0,p,a,None
31,170,い,,None,i,None
31,171,か,0.0,k,a,None
31,172,た,-2.0,t,a,None
31,173,り,-1.0,r,i,None
31,174,あ,-2.0,None,a,None
31,174,っ,,None,None,cl
31,176,た,,t,a,None
31,177,よ,1.0,y,o,None
31,178,ね,2.0,n,e,None
31,180,き,,k,i,None
31,181,み,1.0,m,i,None
31,182,わ,-1.0,w,a,None
31,183,ず,-2.0,z,u,None
31,184,う,-2.0,None,u,None
31,185,と,2.0,t,o,None
31,188,た,,t,a,None
31,189,い,1.0,None,i,None
31,190,せ,-1.0,s,e,None
31,191,つ,-2.0,ts,u,None
31,192,な,-2.0,n,a,None
31,195,と,,t,o,None
31,196,ま,-1.0,m,a,None
31,196,い,,None,i,None
31,260,は,,w,a,None
31,261,あ,1.0,None,a,None
31,262,と,-1.0,t,o,None
31,263,が,1.0,g,a,None
31,264,た,-1.0,t,a,None
31,265,の,-2.0,n,o,None
31,266,は,-2.0,w,a,None
31,267,な,0.0,n,a,None
31,268,び,-1.0,b,i,None
31,269,ら,1.0,r,a,None
31,270,わ,2.0,w,a,None
31,272,え,,None,e,None
31,273,い,0.0,None,i,None
31,274,え,2.0,None,e,None
31,275,ん,1.0,None,None,N
31,276,の,-1.0,n,o,None
31,277,し,-2.0,sh,i,None
31,278,る,0.0,r,u,None
31,279,し,2.0,sh,i,None
31,280,ね,-3.0,n,e,None
31,281,え,1.0,None,e,None
31,282,が,2.0,g,a,None
31,283,お,1.0,None,o,None
31,284,で,-1.0,d,e,None
31,285,て,-2.0,t,e,None
31,286,お,-2.0,None,o,None
31,287,ふ,-5.0,f,u,None
31,288,ろ,7.0,r,o,None
32,4,げ,,g,e,None
32,4,っ,,None,None,cl
32,8,ぷ,,p,u,None
32,9,り,0.0,r,i,None
32,10,ぱ,-2.0,p,a,None
32,11,ら,2.0,r,a,None
32,12,きょ,-5.0,ky,o,None
32,13,わ,0.0,w,a,None
32,14,も,5.0,m,o,None
32,14,っ,,None,None,cl
32,16,と,,t,o,None
32,19,か,-5.0,k,a,None
32,20,が,5.0,g,a,None
32,21,や,0.0,y,a,None
32,22,く,-2.0,k,u,None
32,23,よ,2.0,y,o,None
32,24,む,-5.0,m,u,None
32,25,ね,0.0,n,e,None
32,26,の,0.0,n,o,None
32,27,れ,5.0,r,e,None
32,28,い,2.0,None,i,None
32,28,ん,,None,None,N
32,29,ぼ,-2.0,b,o,None
32,31,と,,t,o,None
32,32,き,0.0,k,i,None
32,33,め,5.0,m,e,None
32,34,き,0.0,k,i,None
32,35,の,-1.0,n,o,None
32,36,ね,-2.0,n,e,None
32,37,ば,-2.0,b,a,None
32,46,か,0.0,k,a,None
32,47,か,0.0,k,a,None
32,48,な,0.0,n,a,None
32,49,え,2.0,None,e,None
32,50,た,-2.0,t,a,None
32,50,い,,None,i,None
32,51,も,-5.0,m,o,None
32,52,の,0.0,n,o,None
32,54,そ,,s,o,None
32,55,れ,0.0,r,e,None
32,56,じゃ,0.0,j,a,None
32,57,み,5.0,m,i,None
32,58,た,2.0,t,a,None
32,59,せ,1.0,s,e,None
32,60,な,-1.0,n,a,None
32,60,い,,None,i,None
32,61,も,-4.0,m,o,None
32,62,の,0.0,n,o,None
32,64,ど,,d,o,None
32,65,き,2.0,k,i,None
32,66,ど,2.0,d,o,None
32,68,き,,k,i,None
32,69,な,1.0,n,a,None
32,70,め,-4.0,m,e,None
32,71,ろ,0.0,r,o,None
32,72,でぃ,-1.0,d,i,None
32,74,が,,g,a,None
32,75,も,0.0,m,o,None
32,76,お,2.0,None,o,None
32,77,す,2.0,s,u,None
32,78,ぐ,-2.0,g,u,None
32,79,き,-2.0,k,i,None
32,80,こ,0.0,k,o,None
32,81,え,-1.0,None,e,None
32,82,る,1.0,r,u,None
32,83,よ,2.0,y,o,None
32,85,け,,k,e,None
32,86,し,0.0,sh,i,None
32,87,て,0.0,t,e,None
32,88,な,0.0,n,a,None
32,89,く,0.0,k,u,None
32,90,せ,2.0,s,e,None
32,91,な,-2.0,n,a,None
32,91,い,,None,i,None
32,92,も,-5.0,m,o,None
32,93,の,0.0,n,o,None
32,95,こ,,k,o,None
32,96,れ,0.0,r,e,None
32,97,わ,0.0,w,a,None
32,98,ゆ,5.0,y,u,None
32,99,ず,2.0,z,u,None
32,100,れ,1.0,r,e,None
32,101,な,-1.0,n,a,None
32,101,い,,None,i,None
32,102,も,-2.0,m,o,None
32,103,の,0.0,n,o,None
32,109,み,,m,i,None
32,110,ら,7.0,r,a,None
32,111,く,-2.0,k,u,None
32,112,る,-1.0,r,u,None
32,113,な,1.0,n,a,None
32,115,ゆ,,y,u,None
32,116,じょ,1.0,j,o,None
32,117,わ,7.0,w,a,None
32,118,ふぉ,-1.0,f,o,None
32,119,え,1.0,None,e,None
32,120,ば,0.0,b,a,None
32,128,す,,s,u,None
32,129,な,0.0,n,a,None
32,130,お,0.0,None,o,None
32,131,な,2.0,n,a,None
32,132,き,-2.0,k,i,None
32,133,も,-1.0,m,o,None
32,134,ち,-2.0,ch,i,None
32,135,が,-2.0,g,a,None
32,138,い,,None,i,None
32,139,よ,-7.0,y,o,None
32,140,ね,8.0,n,e,None
32,143,こ,,k,o,None
32,145,と,,t,o,None
32,146,ば,2.0,b,a,None
32,147,じゃ,0.0,j,a,None
32,148,は,2.0,w,a,None
32,149,か,1.0,k,a,None
32,150,れ,2.0,r,e,None
32,151,な,2.0,n,a,None
32,151,い,,None,i,None
32,152,みゅ,-2.0,my,u,None
32,155,の,,n,o,None
32,156,が,0.0,g,a,None
32,157,せ,0.0,s,e,None
32,158,な,-2.0,n,a,None
32,159,い,2.0,None,i,None
32,160,ね,2.0,n,e,None
32,161,い,1.0,None,i,None
32,162,ま,0.0,m,a,None
32,163,す,0.0,s,u,None
32,164,ぐ,0.0,g,u,None
32,165,は,-1.0,w,a,None
32,165,っ,,None,None,cl
32,166,ぴ,1.0,p,i,None
32,168,だ,-7.0,d,a,None
32,169,き,0.0,k,i,None
32,170,し,9.0,sh,i,None
32,171,め,-2.0,m,e,None
32,172,た,0.0,t,a,None
32,173,い,0.0,None,i,None
32,179,ぼ,0.0,b,o,None
32,180,しゃ,-2.0,sh,a,None
32,181,わ,0.0,w,a,None
32,183,え,,None,e,None
32,184,が,2.0,g,a,None
32,185,く,2.0,k,u,None
32,186,よ,1.0,y,o,None
32,187,しゅ,-1.0,sh,u,None
32,188,でぃ,-2.0,d,i,None
32,188,ん,,None,None,N
32,191,あ,,None,a,None
32,192,こ,-1.0,k,o,None
32,193,が,1.0,g,a,None
32,194,れ,2.0,r,e,None
32,195,か,-7.0,k,a,None
32,196,な,0.0,n,a,None
32,196,う,,None,u,None
32,197,す,0.0,s,u,None
32,198,て,7.0,t,e,None
32,199,じ,-1.0,j,i,None
32,200,ま,1.0,m,a,None
32,201,で,2.0,d,e,None
32,203,う,,None,u,None
32,204,ん,2.0,None,None,N
32,205,め,1.0,m,e,None
32,205,い,,None,i,None
32,206,の,0.0,n,o,None
32,207,た,0.0,t,a,None
32,208,く,2.0,k,u,None
32,209,と,2.0,t,o,None
32,210,で,1.0,d,e,None
32,211,しょ,-1.0,sh,o,None
32,215,ぜ,5.0,z,e,None
32,217,と,,t,o,None
32,218,あ,0.0,None,a,None
32,219,け,-2.0,k,e,None
32,220,て,0.0,t,e,None
32,222,ま,,m,a,None
32,223,ぶ,1.0,b,u,None
32,224,し,2.0,sh,i,None
32,227,み,,m,i,None
32,228,ら,2.0,r,a,None
32,228,い,,None,i,None
32,229,え,1.0,None,e,None
32,231,か,,k,a,None
32,232,み,2.0,m,i,None
32,233,あ,1.0,None,a,None
32,233,い,,None,i,None
32,234,ど,-1.0,d,o,None
32,235,る,1.0,r,u,None
32,236,だ,-5.0,d,a,None
32,236,っ,,None,None,cl
32,237,て,7.0,t,e,None
32,239,な,,n,a,None
32,239,っ,,None,None,cl
32,241,て,,t,e,None
32,242,み,1.0,m,i,None
32,243,せ,-1.0,s,e,None
32,244,る,-2.0,r,u,None
32,245,か,2.0,k,a,None
32,246,あ,-2.0,None,a,None
32,247,ら,0.0,r,a,None
33,22,か,,k,a,None
33,23,か,2.0,k,a,None
33,25,え,,None,e,None
33,28,き,,k,i,None
33,29,れ,1.0,r,e,None
33,31,な,,n,a,None
33,32,い,1.0,None,i,None
33,33,ほ,-1.0,h,o,None
33,34,ど,-2.0,d,o,None
33,37,ふ,,f,u,None
33,39,く,,k,u,None
33,42,ら,,r,a,None
33,43,む,0.0,m,u,None
33,47,こ,,k,o,None
33,48,こ,2.0,k,o,None
33,49,ろ,1.0,r,o,None
33,50,に,-1.0,n,i,None
33,51,み,1.0,m,i,None
33,52,み,2.0,m,i,None
33,53,お,2.0,None,o,None
33,56,す,,s,u,None
33,57,ま,-2.0,m,a,None
33,61,せ,,s,e,None
33,63,て,,t,e,None
33,66,い,,None,i,None
33,67,た,-3.0,t,a,None
33,71,ふ,,f,u,None
33,72,み,0.0,m,i,None
33,73,だ,7.0,d,a,None
33,74,し,-1.0,sh,i,None
33,77,た,,t,a,None
33,80,た,,t,a,None
33,83,び,,b,i,None
33,86,じ,,j,i,None
33,87,の,-3.0,n,o,None
33,88,な,3.0,n,a,None
33,91,か,,k,a,None
33,93,で,,d,e,None
33,98,で,,d,e,None
33,99,あ,0.0,None,a,None
33,100,え,0.0,None,e,None
33,101,た,2.0,t,a,None
33,104,き,,k,i,None
33,105,せ,2.0,s,e,None
33,108,き,,k,i,None
33,109,わ,0.0,w,a,None
33,110,あ,2.0,None,a,None
33,113,ぐ,,g,u,None
33,116,ぜ,,z,e,None
33,116,ん,,None,None,N
33,119,じゃ,,j,a,None
33,120,な,-1.0,n,a,None
33,121,い,-2.0,None,i,None
33,124,め,,m,e,None
33,125,の,3.0,n,o,None
33,127,ま,,m,a,None
33,127,え,,None,e,None
33,130,に,,n,i,None
33,134,ひ,,h,i,None
33,135,ろ,3.0,r,o,None
33,137,が,,g,a,None
33,137,っ,,None,None,cl
33,141,て,,t,e,None
33,144,ゆ,,y,u,None
33,145,く,3.0,k,u,None
33,147,か,,k,a,None
33,150,が,,g,a,None
33,153,や,,y,a,None
33,155,き,,k,i,None
33,156,お,2.0,None,o,None
33,161,ひ,,h,i,None
33,163,と,,t,o,None
33,167,つ,,ts,u,None
33,168,の,0.0,n,o,None
33,171,こ,,k,o,None
33,175,さ,,s,a,None
33,178,ず,,z,u,None
33,181,う,,None,u,None
33,184,け,,k,e,None
33,187,と,,t,o,None
33,192,め,,m,e,None
33,194,て,,t,e,None
33,199,ま,,m,a,None
33,200,よ,3.0,y,o,None
33,200,い,,None,i,None
33,202,や,,y,a,None
33,206,こ,,k,o,None
33,210,か,,k,a,None
33,211,い,3.0,None,i,None
33,213,だ,,d,a,None
33,213,っ,,None,None,cl
33,217,て,,t,e,None
33,218,め,-7.0,m,e,None
33,219,お,3.0,None,o,None
33,221,そ,,s,o,None
33,222,ら,2.0,r,a,None
33,223,さ,-2.0,s,a,None
33,225,ず,,z,u,None
33,226,に,-3.0,n,i,None
