song,lyric,pitch,relative_pitch,consonant,vowel,special
25,ふ,64,-1.0,f,u,None
25,か,66,1.0,k,a,None
25,い,68,3.0,None,i,None
25,あ,69,4.0,None,a,None
25,い,71,6.0,None,i,None
25,じょ,64,-1.0,j,o,None
25,お,63,-2.0,None,o,None
25,に,64,-1.0,n,i,None
25,お,64,-1.0,None,o,None
25,ぼ,64,-1.0,b,o,None
25,れ,71,6.0,r,e,None
25,て,71,6.0,t,e,None
25,み,69,4.0,m,i,None
25,た,68,3.0,t,a,None
25,い,69,4.0,None,i,None
25,な,71,6.0,n,a,None
25,つ,73,8.0,ts,u,None
25,や,71,6.0,y,a,None
25,す,73,8.0,s,u,None
25,み,71,6.0,m,i,None
25,な,64,-1.0,n,a,None
25,つ,66,1.0,ts,u,None
25,の,71,6.0,n,o,None
25,き,64,-1.0,k,i,None
25,み,71,6.0,m,i,None
25,と,64,-1.0,t,o,None
25,は,71,6.0,w,a,None
25,ら,69,4.0,r,a,None
25,は,68,3.0,w,a,None
25,ら,66,1.0,r,a,None
25,と,64,-1.0,t,o,None
25,ろ,66,1.0,r,o,None
25,け,69,4.0,k,e,None
25,そ,68,3.0,s,o,None
25,お,66,1.0,None,o,None
25,な,68,3.0,n,a,None
25,こ,66,1.0,k,o,None
25,い,64,-1.0,None,i,None
25,ご,66,1.0,g,o,None
25,こ,64,-1.0,k,o,None
25,ろ,68,3.0,r,o,None
25,い,61,-4.0,None,i,None
25,ち,59,-6.0,ch,i,None
25,ど,59,-6.0,d,o,None
25,か,61,-4.0,k,a,None
25,ぎ,64,-1.0,g,i,None
25,り,66,1.0,r,i,None
25,の,68,3.0,n,o,None
25,な,69,4.0,n,a,None
25,つ,71,6.0,ts,u,None
25,だ,64,-1.0,d,a,None
25,か,63,-2.0,k,a,None
25,ら,64,-1.0,r,a,None
25,ふ,71,6.0,f,u,None
25,た,71,6.0,t,a,None
25,り,64,-1.0,r,i,None
25,で,64,-1.0,d,e,None
25,と,69,4.0,t,o,None
25,び,68,3.0,b,i,None
25,こ,69,4.0,k,o,None
25,ん,71,6.0,None,None,N
25,で,68,3.0,d,e,None
25,み,64,-1.0,m,i,None
25,よ,66,1.0,y,o,None
25,っ,66,1.0,y,o,None
25,か,64,-1.0,k,a,None
25,さ,71,6.0,s,a,None
25,ま,71,6.0,m,a,None
25,ば,71,6.0,b,a,None
25,け,71,6.0,k,e,None
25,しょ,71,6.0,sh,o,None
25,ん,71,6.0,sh,o,None
26,ひ,63,-5.0,h,i,None
26,み,63,-5.0,m,i,None
26,つ,65,-3.0,ts,u,None
26,の,65,-3.0,n,o,None
26,と,65,-3.0,t,o,None
26,び,67,-1.0,b,i,None
26,ら,68,0.0,r,a,None
26,お,64,-4.0,None,o,None
26,あ,64,-4.0,None,a,None
26,け,63,-5.0,k,e,None
26,よ,61,-7.0,y,o,None
26,お,63,-5.0,None,o,None
26,は,60,-8.0,w,a,None
26,ず,58,-10.0,z,u,None
26,か,56,-12.0,k,a,None
26,し,55,-13.0,sh,i,None
26,が,63,-5.0,g,a,None
26,ら,68,0.0,r,a,None
26,な,68,0.0,n,a,None
26,い,65,-3.0,None,i,None
26,で,65,-3.0,d,e,None
26,そ,63,-5.0,s,o,None
26,こ,63,-5.0,k,o,None
26,わ,65,-3.0,w,a,None
26,す,63,-5.0,s,u,None
26,て,65,-3.0,t,e,None
26,き,67,-1.0,k,i,None
26,な,68,0.0,n,a,None
26,わ,68,0.0,w,a,None
26,ん,68,0.0,w,a,None
26,だ,70,2.0,d,a,None
26,だ,63,-5.0,d,a,None
26,れ,63,-5.0,r,e,None
26,も,65,-3.0,m,o,None
26,が,65,-3.0,g,a,None
26,み,65,-3.0,m,i,None
26,た,67,-1.0,t,a,None
26,こ,68,0.0,k,o,None
26,と,64,-4.0,t,o,None
26,な,64,-4.0,n,a,None
26,い,64,-4.0,n,a,None
26,よ,63,-5.0,y,o,None
26,お,61,-7.0,None,o,None
26,な,63,-5.0,n,a,None
26,わ,60,-8.0,w,a,None
26,た,58,-10.0,t,a,None
26,し,56,-12.0,sh,i,None
26,だ,55,-13.0,d,a,None
26,け,63,-5.0,k,e,None
26,の,68,0.0,n,o,None
26,せ,68,0.0,s,e,None
26,か,70,2.0,k,a,None
26,い,68,0.0,None,i,None
26,め,63,-5.0,m,e,None
26,い,63,-5.0,m,e,None
26,き,65,-3.0,k,i,None
26,ん,65,-3.0,k,i,None
26,ぐ,68,0.0,g,u,None
26,し,70,2.0,sh,i,None
26,よ,72,4.0,y,o,None
26,お,68,0.0,None,o,None
26,と,65,-3.0,t,o,None
26,も,65,-3.0,m,o,None
26,だ,65,-3.0,d,a,None
26,ち,65,-3.0,ch,i,None
26,み,63,-5.0,m,i,None
26,つ,68,0.0,ts,u,None
26,け,68,0.0,k,e,None
26,て,70,2.0,t,e,None
26,さ,68,0.0,s,a,None
26,そ,65,-3.0,s,o,None
26,を,68,0.0,None,o,None
26,っ,68,0.0,None,o,None
26,た,73,5.0,t,a,None
26,ら,70,2.0,r,a,None
26,そ,65,-3.0,s,o,None
26,れ,67,-1.0,r,e,None
26,わ,68,0.0,w,a,None
26,う,68,0.0,None,u,None
26,ん,68,0.0,None,u,None
26,め,61,-7.0,m,e,None
26,い,60,-8.0,None,i,None
26,の,61,-7.0,n,o,None
26,す,61,-7.0,s,u,None
26,て,68,0.0,t,e,None
26,え,70,2.0,None,e,None
26,じ,70,2.0,j,i,None
26,え,68,0.0,None,e,None
26,つ,68,0.0,ts,u,None
26,な,70,2.0,n,a,None
26,が,65,-3.0,g,a,None
26,る,65,-3.0,r,u,None
26,さ,65,-3.0,s,a,None
26,い,65,-3.0,s,a,None
26,こ,68,0.0,k,o,None
26,お,70,2.0,None,o,None
26,の,73,5.0,n,o,None
26,ぱ,72,4.0,p,a,None
26,す,70,2.0,s,u,None
26,ぽ,72,4.0,p,o,None
26,お,73,5.0,None,o,None
26,と,72,4.0,t,o,None
26,ゆ,63,-5.0,y,u,None
26,め,72,4.0,m,e,None
26,わ,70,2.0,w,a,None
26,か,70,2.0,k,a,None
26,な,68,0.0,n,a,None
26,え,70,2.0,None,e,None
26,る,68,0.0,r,u,None
26,も,63,-5.0,m,o,None
26,の,72,4.0,n,o,None
26,ちゃ,70,2.0,ch,a,None
26,ん,70,2.0,ch,a,None
26,す,70,2.0,s,u,None
26,に,68,0.0,n,i,None
26,つ,70,2.0,ts,u,None
26,な,72,4.0,n,a,None
26,げ,75,7.0,g,e,None
26,よ,67,-1.0,y,o,None
26,お,68,0.0,None,o,None
26,あ,68,0.0,None,a,None
26,こ,67,-1.0,k,o,None
26,が,68,0.0,g,a,None
26,れ,70,2.0,r,e,None
26,て,72,4.0,t,e,None
26,る,68,0.0,r,u,None
26,あ,73,5.0,None,a,None
26,い,72,4.0,None,i,None
26,ど,70,2.0,d,o,None
26,る,68,0.0,r,u,None
26,め,68,0.0,m,e,None
26,ざ,68,0.0,z,a,None
26,し,70,2.0,sh,i,None
26,て,70,2.0,t,e,None
26,み,70,2.0,m,i,None
26,ん,70,2.0,m,i,None
26,な,70,2.0,n,a,None
26,で,68,0.0,d,e,None
26,い,70,2.0,None,i,None
26,い,68,0.0,None,i,None
26,しょ,63,-5.0,sh,o,None
26,に,72,4.0,n,i,None
26,き,70,2.0,k,i,None
26,せ,70,2.0,s,e,None
26,き,68,0.0,k,i,None
26,お,70,2.0,None,o,None
26,こ,72,4.0,k,o,None
26,そ,75,7.0,s,o,None
26,お,67,-1.0,None,o,None
26,よ,68,0.0,y,o,None
26,き,68,0.0,k,i,None
26,ら,67,-1.0,r,a,None
26,き,68,0.0,k,i,None
26,ら,70,2.0,r,a,None
26,か,72,4.0,k,a,None
26,が,72,4.0,g,a,None
26,や,68,0.0,y,a,None
26,き,68,0.0,k,i,None
26,だ,70,2.0,d,a,None
26,す,68,0.0,s,u,None
26,ぷ,68,0.0,p,u,None
26,り,67,-1.0,r,i,None
26,ぱ,68,0.0,p,a,None
26,ら,70,2.0,r,a,None
26,ふぁ,70,2.0,f,a,None
26,ん,70,2.0,f,a,None
26,た,68,0.0,t,a,None
26,じ,68,0.0,j,i,None
27,あ,64,-2.0,None,a,None
27,す,71,5.0,s,u,None
27,お,71,5.0,None,o,None
27,ま,71,5.0,m,a,None
27,だ,69,3.0,d,a,None
27,し,67,1.0,sh,i,None
27,ん,67,1.0,sh,i,None
27,じ,66,0.0,j,i,None
27,て,67,1.0,t,e,None
27,る,66,0.0,r,u,None
27,か,62,-4.0,k,a,None
27,ら,62,-4.0,r,a,None
27,こ,62,-4.0,k,o,None
27,こ,64,-2.0,k,o,None
27,ろ,71,5.0,r,o,None
27,つ,69,3.0,ts,u,None
27,な,69,3.0,n,a,None
27,ぎ,71,5.0,g,i,None
27,い,74,8.0,None,i,None
27,ま,71,5.0,m,a,None
27,お,69,3.0,None,o,None
27,い,69,3.0,None,i,None
27,き,71,5.0,k,i,None
27,る,64,-2.0,r,u,None
27,か,63,-3.0,k,a,None
27,す,63,-3.0,s,u,None
27,か,62,-4.0,k,a,None
27,な,63,-3.0,n,a,None
27,ひ,65,-1.0,h,i,None
27,か,60,-6.0,k,a,None
27,り,62,-4.0,r,i,None
27,に,63,-3.0,n,i,None
27,き,63,-3.0,k,i,None
27,ぼ,63,-3.0,b,o,None
27,お,65,-1.0,None,o,None
27,と,63,-3.0,t,o,None
27,な,62,-4.0,n,a,None
27,ず,60,-6.0,z,u,None
27,け,58,-8.0,k,e,None
27,て,60,-6.0,t,e,None
27,だ,67,1.0,d,a,None
27,い,67,1.0,None,i,None
27,じ,68,2.0,j,i,None
27,に,67,1.0,n,i,None
27,ぎゅ,60,-6.0,gy,u,None
27,っ,60,-6.0,gy,u,None
27,と,60,-6.0,t,o,None
27,し,63,-3.0,sh,i,None
27,め,62,-4.0,m,e,None
27,た,63,-3.0,t,a,None
27,ん,65,-1.0,None,None,N
27,だ,65,-1.0,d,a,None
27,ぼ,63,-3.0,b,o,None
27,く,63,-3.0,k,u,None
27,ら,62,-4.0,r,a,None
27,わ,63,-3.0,w,a,None
27,げ,65,-1.0,g,e,None
27,ん,65,-1.0,g,e,None
27,か,60,-6.0,k,a,None
27,い,60,-6.0,k,a,None
27,な,62,-4.0,n,a,None
27,ん,62,-4.0,n,a,None
27,て,63,-3.0,t,e,None
27,み,63,-3.0,m,i,None
27,と,63,-3.0,t,o,None
27,め,65,-1.0,m,e,None
27,ちゃ,63,-3.0,ch,a,None
27,い,62,-4.0,None,i,None
27,な,60,-6.0,n,a,None
27,い,58,-8.0,None,i,None
27,よ,60,-6.0,y,o,None
27,こ,67,1.0,k,o,None
27,こ,67,1.0,k,o,None
27,ろ,68,2.0,r,o,None
27,が,67,1.0,g,a,None
27,う,60,-6.0,None,u,None
27,ご,60,-6.0,g,o,None
27,け,60,-6.0,k,e,None
27,ば,63,-3.0,b,a,None
27,み,65,-1.0,m,i,None
27,ら,67,1.0,r,a,None
27,い,65,-1.0,None,i,None
27,わ,65,-1.0,w,a,None
27,か,65,-1.0,k,a,None
27,わ,68,2.0,w,a,None
27,る,67,1.0,r,u,None
27,お,67,1.0,None,o,None
27,も,65,-1.0,m,o,None
27,い,70,4.0,None,i,None
27,ね,67,1.0,n,e,None
27,が,65,-1.0,g,a,None
27,う,70,4.0,None,u,None
27,で,60,-6.0,d,e,None
27,じゃ,67,1.0,j,a,None
27,ぶ,67,1.0,b,u,None
27,お,67,1.0,None,o,None
27,い,65,-1.0,None,i,None
27,か,67,1.0,k,a,None
27,け,62,-4.0,k,e,None
27,さ,58,-8.0,s,a,None
27,あ,60,-6.0,None,a,None
27,ふ,63,-3.0,f,u,None
27,み,65,-1.0,m,i,None
27,だ,63,-3.0,d,a,None
27,せ,67,1.0,s,e,None
27,さ,71,5.0,s,a,None
27,め,71,5.0,m,e,None
27,な,71,5.0,n,a,None
27,い,71,5.0,n,a,None
27,ゆ,69,3.0,y,u,None
27,め,72,6.0,m,e,None
27,の,71,5.0,n,o,None
27,ほ,71,5.0,h,o,None
27,て,71,5.0,t,e,None
27,っ,71,5.0,t,e,None
27,た,71,5.0,t,a,None
27,び,69,3.0,b,i,None
27,ね,67,1.0,n,e,None
27,つ,66,0.0,ts,u,None
27,の,66,0.0,n,o,None
27,な,66,0.0,n,a,None
27,か,64,-2.0,k,a,None
27,ぼ,66,0.0,b,o,None
27,く,67,1.0,k,u,None
27,ら,59,-7.0,r,a,None
27,あ,71,5.0,None,a,None
27,き,71,5.0,k,i,None
27,れ,71,5.0,r,e,None
27,る,71,5.0,r,u,None
27,く,69,3.0,k,u,None
27,ら,72,6.0,r,a,None
27,い,71,5.0,None,i,None
27,ぜ,71,5.0,z,e,None
27,ん,71,5.0,z,e,None
27,りょ,71,5.0,ry,o,None
27,く,71,5.0,k,u,None
27,で,69,3.0,d,e,None
27,きょ,67,1.0,ky,o,None
27,お,69,3.0,None,o,None
27,お,69,3.0,None,o,None
27,あ,74,8.0,None,a,None
27,が,72,6.0,g,a,None
27,く,71,5.0,k,u,None
27,ひ,71,5.0,h,i,None
27,と,71,5.0,t,o,None
27,り,71,5.0,r,i,None
27,じゃ,71,5.0,j,a,None
27,な,69,3.0,n,a,None
27,い,72,6.0,None,i,None
27,よ,71,5.0,y,o,None
27,そ,71,5.0,s,o,None
27,の,71,5.0,n,o,None
27,こ,71,5.0,k,o,None
27,え,71,5.0,None,e,None
27,が,69,3.0,g,a,None
27,み,67,1.0,m,i,None
27,ち,66,0.0,ch,i,None
27,び,64,-2.0,b,i,None
27,い,66,0.0,None,i,None
27,く,64,-2.0,k,u,None
27,ほ,66,0.0,h,o,None
27,お,59,-7.0,None,o,None
27,え,66,0.0,None,e,None
27,は,67,1.0,w,a,None
27,し,69,3.0,sh,i,None
27,れ,66,0.0,r,e,None
27,ね,64,-2.0,n,e,None
27,く,64,-2.0,k,u,None
27,す,71,5.0,s,u,None
27,ね,64,-2.0,n,e,None
27,く,64,-2.0,k,u,None
27,す,71,5.0,s,u,None
27,ぼ,70,4.0,b,o,None
27,く,74,8.0,k,u,None
27,ら,71,5.0,r,a,None
27,お,69,3.0,None,o,None
27,ま,71,5.0,m,a,None
27,つ,66,0.0,ts,u,None
27,つ,66,0.0,ts,u,None
27,ぎ,66,0.0,g,i,None
27,の,66,0.0,n,o,None
27,ば,66,0.0,b,a,None
27,しょ,67,1.0,sh,o,None
27,ま,66,0.0,m,a,None
27,で,64,-2.0,d,e,None
27,こ,66,0.0,k,o,None
27,こ,66,0.0,k,o,None
27,ろ,66,0.0,r,o,None
27,か,66,0.0,k,a,None
27,さ,67,1.0,s,a,None
27,ね,66,0.0,n,e,None
27,て,64,-2.0,t,e,None
27,う,66,0.0,None,u,None
27,ん,66,0.0,None,u,None
27,め,66,0.0,m,e,None
27,い,66,0.0,m,e,None
27,こ,67,1.0,k,o,None
27,え,66,0.0,None,e,None
27,て,64,-2.0,t,e,None
27,い,66,0.0,None,i,None
27,ま,66,0.0,m,a,None
27,お,66,0.0,None,o,None
27,い,66,0.0,None,i,None
27,き,67,1.0,k,i,None
27,ぬ,69,3.0,n,u,None
27,け,71,5.0,k,e,None
28,ど,65,-2.0,d,o,None
28,か,65,-2.0,k,a,None
28,ど,65,-2.0,d,o,None
28,か,65,-2.0,k,a,None
28,ば,65,-2.0,b,a,None
28,か,65,-2.0,k,a,None
28,ば,65,-2.0,b,a,None
28,か,65,-2.0,k,a,None
28,が,65,-2.0,g,a,None
28,ま,68,1.0,m,a,None
28,ん,65,-2.0,None,None,N
28,な,68,1.0,n,a,None
28,ん,65,-2.0,None,None,N
28,て,68,1.0,t,e,None
28,し,65,-2.0,sh,i,None
28,た,68,1.0,t,a,None
28,く,65,-2.0,k,u,None
28,な,68,1.0,n,a,None
28,い,65,-2.0,None,i,None
28,そ,68,1.0,s,o,None
28,お,65,-2.0,None,o,None
28,で,63,-4.0,d,e,None
28,しょ,65,-2.0,sh,o,None
28,こ,65,-2.0,k,o,None
28,ら,65,-2.0,r,a,None
28,こ,65,-2.0,k,o,None
28,ら,65,-2.0,r,a,None
28,お,65,-2.0,None,o,None
28,ら,65,-2.0,r,a,None
28,お,65,-2.0,None,o,None
28,ら,65,-2.0,r,a,None
28,い,65,-2.0,None,i,None
28,く,68,1.0,k,u,None
28,よ,65,-2.0,y,o,None
28,と,68,1.0,t,o,None
28,つ,65,-2.0,ts,u,None
28,げ,68,1.0,g,e,None
28,き,65,-2.0,k,i,None
28,わ,68,1.0,w,a,None
28,ん,68,1.0,w,a,None
28,つ,68,1.0,ts,u,None
28,う,68,1.0,ts,u,None
28,だ,68,1.0,d,a,None
28,っ,68,1.0,d,a,None
28,だ,68,1.0,d,a,None
28,っ,68,1.0,d,a,None
28,だ,68,1.0,d,a,None
28,っ,68,1.0,d,a,None
28,だ,68,1.0,d,a,None
28,っ,68,1.0,d,a,None
28,だ,68,1.0,d,a,None
28,っ,68,1.0,d,a,None
28,だ,68,1.0,d,a,None
28,っ,68,1.0,d,a,None
28,だ,68,1.0,d,a,None
28,っ,68,1.0,d,a,None
28,だ,68,1.0,d,a,None
28,っ,68,1.0,d,a,None
28,き,62,-5.0,k,i,None
28,み,69,2.0,m,i,None
28,の,67,0.0,n,o,None
28,し,60,-7.0,sh,i,None
28,せ,67,0.0,s,e,None
28,ん,65,-2.0,None,None,N
28,わ,72,5.0,w,a,None
28,た,72,5.0,t,a,None
28,し,65,-2.0,sh,i,None
28,だ,64,-3.0,d,a,None
28,け,65,-2.0,k,e,None
28,し,69,2.0,sh,i,None
28,い,70,3.0,None,i,None
28,っ,70,3.0,None,i,None
28,て,72,5.0,t,e,None
28,る,65,-2.0,r,u,None
28,あ,62,-5.0,None,a,None
28,い,69,2.0,None,i,None
28,ず,67,0.0,z,u,None
28,う,72,5.0,None,u,None
28,け,72,5.0,k,e,None
28,と,69,2.0,t,o,None
28,を,67,0.0,None,o,None
28,っ,67,0.0,None,o,None
28,て,65,-2.0,t,e,None
28,い,62,-5.0,None,i,None
28,く,64,-3.0,k,u,None
28,よ,65,-2.0,y,o,None
28,ひ,62,-5.0,h,i,None
28,み,64,-3.0,m,i,None
28,つ,65,-2.0,ts,u,None
28,の,65,-2.0,n,o,None
28,せ,64,-3.0,s,e,None
28,か,65,-2.0,k,a,None
28,い,67,0.0,None,i,None
28,じゃ,72,5.0,j,a,None
28,こ,70,3.0,k,o,None
28,こ,69,2.0,k,o,None
28,か,67,0.0,k,a,None
28,ら,65,-2.0,r,a,None
28,あ,60,-7.0,None,a,None
28,つ,65,-2.0,ts,u,None
28,い,67,0.0,None,i,None
28,あ,60,-7.0,None,a,None
28,つ,65,-2.0,ts,u,None
28,い,67,0.0,None,i,None
28,ぼ,67,0.0,b,o,None
28,く,69,2.0,k,u,None
28,ら,65,-2.0,r,a,None
28,の,67,0.0,n,o,None
28,め,60,-7.0,m,e,None
28,ぐ,65,-2.0,g,u,None
28,り,67,0.0,r,i,None
28,め,60,-7.0,m,e,None
28,ぐ,65,-2.0,g,u,None
28,る,67,0.0,r,u,None
28,す,67,0.0,s,u,None
28,と,69,2.0,t,o,None
28,お,65,-2.0,None,o,None
28,り,65,-2.0,r,i,None
28,た,72,5.0,t,a,None
28,か,72,5.0,k,a,None
28,ま,72,5.0,m,a,None
28,る,70,3.0,r,u,None
28,む,69,2.0,m,u,None
28,ね,67,0.0,n,e,None
28,の,67,0.0,n,o,None
28,こ,69,2.0,k,o,None
28,ど,70,3.0,d,o,None
28,お,69,2.0,None,o,None
28,き,65,-2.0,k,i,None
28,み,64,-3.0,m,i,None
28,に,62,-5.0,n,i,None
28,も,64,-3.0,m,o,None
28,き,65,-2.0,k,i,None
28,か,67,0.0,k,a,None
28,せ,69,2.0,s,e,None
28,よ,70,3.0,y,o,None
28,お,67,0.0,None,o,None
28,あ,60,-7.0,None,a,None
28,つ,65,-2.0,ts,u,None
28,い,67,0.0,None,i,None
28,あ,60,-7.0,None,a,None
28,つ,65,-2.0,ts,u,None
28,い,67,0.0,None,i,None
28,ぼ,67,0.0,b,o,None
28,く,69,2.0,k,u,None
28,ら,65,-2.0,r,a,None
28,の,67,0.0,n,o,None
28,お,60,-7.0,None,o,None
28,も,65,-2.0,m,o,None
28,い,67,0.0,None,i,None
28,え,60,-7.0,None,e,None
28,が,65,-2.0,g,a,None
28,く,67,0.0,k,u,None
28,す,67,0.0,s,u,None
28,と,69,2.0,t,o,None
28,お,65,-2.0,None,o,None
28,り,65,-2.0,r,i,None
28,ど,72,5.0,d,o,None
28,き,72,5.0,k,i,None
28,ど,72,5.0,d,o,None
28,き,70,3.0,k,i,None
28,が,69,2.0,g,a,None
28,と,67,0.0,t,o,None
28,ま,67,0.0,m,a,None
28,ら,69,2.0,r,a,None
28,な,70,3.0,n,a,None
28,い,69,2.0,None,i,None
28,は,62,-5.0,w,a,None
28,ちゃ,64,-3.0,ch,a,None
28,め,65,-2.0,m,e,None
28,ちゃ,67,0.0,ch,a,None
28,き,72,5.0,k,i,None
28,み,72,5.0,m,i,None
28,に,72,5.0,n,i,None
28,す,65,-2.0,s,u,None
28,と,64,-3.0,t,o,None
28,ら,65,-2.0,r,a,None
28,い,67,0.0,None,i,None
28,く,65,-2.0,k,u,None
29,ば,62,-3.0,b,a,None
29,っ,62,-3.0,b,a,None
29,ち,65,0.0,ch,i,None
29,り,65,0.0,r,i,None
29,きょ,65,0.0,ky,o,None
29,お,63,-2.0,None,o,None
29,も,62,-3.0,m,o,None
29,み,60,-5.0,m,i,None
29,ん,60,-5.0,m,i,None
29,な,62,-3.0,n,a,None
29,か,58,-7.0,k,a,None
29,わ,62,-3.0,w,a,None
29,い,62,-3.0,None,i,None
29,く,67,2.0,k,u,None
29,ね,65,0.0,n,e,None
29,い,65,0.0,None,i,None
29,っ,65,0.0,None,i,None
29,ぽ,67,2.0,p,o,None
29,あ,65,0.0,None,a,None
29,が,67,2.0,g,a,None
29,れ,65,0.0,r,e,None
29,ば,60,-5.0,b,a,None
29,ひ,65,0.0,h,i,None
29,ろ,63,-2.0,r,o,None
29,が,62,-3.0,g,a,None
29,る,58,-7.0,r,u,None
29,そ,62,-3.0,s,o,None
29,れ,62,-3.0,r,e,None
29,ぞ,62,-3.0,z,o,None
29,れ,63,-2.0,r,e,None
29,の,63,-2.0,n,o,None
29,す,62,-3.0,s,u,None
29,て,60,-5.0,t,e,None
29,え,62,-3.0,None,e,None
29,じ,60,-5.0,j,i,None
29,ぴ,62,-3.0,p,i,None
29,っ,62,-3.0,p,i,None
29,た,65,0.0,t,a,None
29,り,65,0.0,r,i,None
29,きょ,65,0.0,ky,o,None
29,お,63,-2.0,None,o,None
29,も,62,-3.0,m,o,None
29,み,60,-5.0,m,i,None
29,ん,60,-5.0,m,i,None
29,な,62,-3.0,n,a,None
29,つ,58,-7.0,ts,u,None
29,な,62,-3.0,n,a,None
29,が,62,-3.0,g,a,None
29,っ,62,-3.0,g,a,None
29,て,69,4.0,t,e,None
29,る,65,0.0,r,u,None
29,お,65,0.0,None,o,None
29,な,67,2.0,n,a,None
29,じ,65,0.0,j,i,None
29,ゆ,67,2.0,y,u,None
29,め,65,0.0,m,e,None
29,み,60,-5.0,m,i,None
29,て,65,0.0,t,e,None
29,る,67,2.0,r,u,None
29,こ,69,4.0,k,o,None
29,と,70,5.0,t,o,None
29,ゆ,70,5.0,y,u,None
29,う,70,5.0,None,u,None
29,き,68,3.0,k,i,None
29,に,65,0.0,n,i,None
29,な,63,-2.0,n,a,None
29,る,61,-4.0,r,u,None
29,よ,65,0.0,y,o,None
29,お,65,0.0,None,o,None
29,ち,63,-2.0,ch,i,None
29,こ,65,0.0,k,o,None
29,ん,70,5.0,None,None,N
29,だ,68,3.0,d,a,None
29,り,65,0.0,r,i,None
29,じ,65,0.0,j,i,None
29,し,63,-2.0,sh,i,None
29,ん,61,-4.0,None,None,N
29,な,65,0.0,n,a,None
29,く,63,-2.0,k,u,None
29,な,61,-4.0,n,a,None
29,る,63,-2.0,r,u,None
29,と,68,3.0,t,o,None
29,き,66,1.0,k,i,None
29,も,65,0.0,m,o,None
29,あ,65,0.0,None,a,None
29,る,63,-2.0,r,u,None
29,け,61,-4.0,k,e,None
29,ど,61,-4.0,d,o,None
29,て,58,-7.0,t,e,None
29,と,65,0.0,t,o,None
29,て,63,-2.0,t,e,None
29,つ,68,3.0,ts,u,None
29,な,65,0.0,n,a,None
29,ぎ,65,0.0,g,i,None
29,な,63,-2.0,n,a,None
29,み,61,-4.0,m,i,None
29,だ,63,-2.0,d,a,None
29,お,65,0.0,None,o,None
29,ふ,72,7.0,f,u,None
29,っ,72,7.0,f,u,None
29,と,69,4.0,t,o,None
29,ちゃ,65,0.0,ch,a,None
29,え,65,0.0,None,e,None
29,こ,58,-7.0,k,o,None
29,え,70,5.0,None,e,None
29,も,69,4.0,m,o,None
29,き,67,2.0,k,i,None
29,ぼ,72,7.0,b,o,None
29,も,69,4.0,m,o,None
29,か,67,2.0,k,a,None
29,さ,65,0.0,s,a,None
29,ね,62,-3.0,n,e,None
29,て,65,0.0,t,e,None
29,ひゃ,58,-7.0,hy,a,None
29,く,67,2.0,k,u,None
29,ぱ,65,0.0,p,a,None
29,せ,63,-2.0,s,e,None
29,ん,63,-2.0,s,e,None
29,と,70,5.0,t,o,None
29,の,69,4.0,n,o,None
29,す,69,4.0,s,u,None
29,ま,65,0.0,m,a,None
29,い,60,-5.0,None,i,None
29,る,62,-3.0,r,u,None
29,と,58,-7.0,t,o,None
29,き,70,5.0,k,i,None
29,が,69,4.0,g,a,None
29,と,67,2.0,t,o,None
29,ま,72,7.0,m,a,None
29,る,69,4.0,r,u,None
29,く,67,2.0,k,u,None
29,ら,65,0.0,r,a,None
29,い,62,-3.0,None,i,None
29,の,65,0.0,n,o,None
29,ひ,62,-3.0,h,i,None
29,か,60,-5.0,k,a,None
29,り,58,-7.0,r,i,None
29,は,67,2.0,w,a,None
29,な,69,4.0,n,a,None
29,て,70,5.0,t,e,None
29,うぃ,72,7.0,w,i,None
29,あ,69,4.0,None,a,None
29,わ,70,5.0,w,a,None
29,ん,70,5.0,w,a,None
29,と,58,-7.0,t,o,None
29,き,70,5.0,k,i,None
29,め,69,4.0,m,e,None
29,き,67,2.0,k,i,None
29,ぜ,72,7.0,z,e,None
29,っ,72,7.0,z,e,None
29,た,69,4.0,t,a,None
29,い,69,4.0,t,a,None
29,み,67,2.0,m,i,None
29,つ,65,0.0,ts,u,None
29,け,62,-3.0,k,e,None
29,よ,65,0.0,y,o,None
29,み,58,-7.0,m,i,None
29,ん,67,2.0,None,None,N
29,な,65,0.0,n,a,None
29,こ,63,-2.0,k,o,None
29,きゅ,70,5.0,ky,u,None
29,お,69,4.0,None,o,None
29,あ,69,4.0,None,a,None
29,わ,70,5.0,w,a,None
29,せ,72,7.0,s,e,None
29,て,74,9.0,t,e,None
29,こ,58,-7.0,k,o,None
29,こ,70,5.0,k,o,None
29,か,69,4.0,k,a,None
29,ら,67,2.0,r,a,None
29,い,72,7.0,None,i,None
29,っ,72,7.0,None,i,None
29,ぽ,69,4.0,p,o,None
29,す,67,2.0,s,u,None
29,す,65,0.0,s,u,None
29,め,62,-3.0,m,e,None
29,ば,65,0.0,b,a,None
29,き,63,-2.0,k,i,None
29,み,65,0.0,m,i,None
29,も,70,5.0,m,o,None
29,ひ,68,3.0,h,i,None
29,か,70,5.0,k,a,None
29,る,72,7.0,r,u,None
29,うぃ,74,9.0,w,i,None
29,あ,72,7.0,None,a,None
29,わ,70,5.0,w,a,None
30,こ,62,-3.0,k,o,None
30,と,62,-3.0,t,o,None
30,ば,60,-5.0,b,a,None
30,な,62,-3.0,n,a,None
30,ん,62,-3.0,n,a,None
30,て,65,0.0,t,e,None
30,い,57,-8.0,None,i,None
