song,lyric,dur,BPM,consonant,vowel,special
30,ふ,0.5,130,f,u,None
30,と,1.0,130,t,o,None
30,よ,0.5,130,y,o,None
30,み,0.5,130,m,i,None
30,が,0.75,130,g,a,None
30,え,0.75,130,None,e,None
30,る,0.75,130,r,u,None
30,む,0.5,130,m,u,None
30,ね,0.5,130,n,e,None
30,の,0.25,130,n,o,None
30,お,0.75,130,None,o,None
30,く,0.75,130,k,u,None
30,し,0.5,130,sh,i,None
30,め,1.0,130,m,e,None
30,つ,1.0,130,ts,u,None
30,け,1.0,130,k,e,None
30,た,1.25,130,t,a,None
30,に,0.5,130,n,i,None
30,ぶ,0.5,130,b,u,None
30,い,0.75,130,None,i,None
30,い,0.5,130,None,i,None
30,た,0.5,130,t,a,None
30,み,0.5,130,m,i,None
30,い,2.25,130,None,i,None
30,あ,0.25,130,None,a,None
30,い,0.25,130,None,i,None
30,の,0.5,130,n,o,None
30,ゆ,0.25,130,y,u,None
30,あ,0.25,130,None,a,None
30,ふぃ,0.75,130,f,i,None
30,い,0.75,130,None,i,None
30,り,0.75,130,r,i,None
30,ん,0.75,130,None,None,N
30,き,0.5,130,k,i,None
30,ず,1.0,130,z,u,None
30,い,0.5,130,None,i,None
30,て,0.5,130,t,e,None
30,る,0.75,130,r,u,None
30,あ,0.5,130,None,a,None
30,な,0.5,130,n,a,None
30,た,0.5,130,t,a,None
30,に,0.25,130,n,i,None
30,と,0.375,130,t,o,None
30,っ,0.375,130,None,None,cl
30,て,0.75,130,t,e,None
30,わ,0.5,130,w,a,None
30,が,0.5,130,g,a,None
30,ま,0.5,130,m,a,None
30,ま,0.25,130,m,a,None
30,だ,0.375,130,d,a,None
30,っ,0.375,130,None,None,cl
30,て,1.75,130,t,e,None
30,だ,1.0,130,d,a,None
30,け,0.5,130,k,e,None
30,ど,1.5,130,d,o,None
30,こ,0.5,130,k,o,None
30,の,0.75,130,n,o,None
30,お,0.5,130,None,o,None
30,も,0.5,130,m,o,None
30,い,1.5,130,None,i,None
30,と,0.5,130,t,o,None
30,め,0.5,130,m,e,None
30,ら,1.0,130,r,a,None
30,れ,0.5,130,r,e,None
30,な,0.75,130,n,a,None
30,い,1.0,130,None,i,None
30,の,0.5,130,n,o,None
30,お,1.25,130,None,o,None
30,も,0.5,130,m,o,None
30,え,0.5,130,None,e,None
30,あ,0.5,130,None,a,None
30,が,0.5,130,g,a,None
30,る,0.5,130,r,u,None
30,べ,0.25,130,b,e,None
30,い,0.25,130,None,i,None
30,び,0.5,130,b,i,None
30,べ,0.25,130,b,e,None
30,い,0.25,130,None,i,None
30,び,0.25,130,b,i,None
30,ず,0.75,130,z,u,None
30,べ,0.5,130,b,e,None
30,い,0.5,130,None,i,None
30,び,0.5,130,b,i,None
30,べ,0.25,130,b,e,None
30,い,0.25,130,None,i,None
30,び,0.25,130,b,i,None
30,ず,0.75,130,z,u,None
30,こ,0.5,130,k,o,None
30,の,1.0,130,n,o,None
30,て,0.5,130,t,e,None
30,お,0.75,130,None,o,None
30,つ,1.0,130,ts,u,None
30,な,1.0,130,n,a,None
30,い,0.5,130,None,i,None
30,だ,0.5,130,d,a,None
30,ら,0.5,130,r,a,None
30,あ,1.0,130,None,a,None
30,お,0.5,130,None,o,None
30,お,0.5,130,None,o,None
30,べ,0.25,130,b,e,None
30,い,0.25,130,None,i,None
30,び,0.5,130,b,i,None
30,べ,0.25,130,b,e,None
30,い,0.25,130,None,i,None
30,び,0.25,130,b,i,None
30,ず,0.75,130,z,u,None
30,べ,0.5,130,b,e,None
30,い,0.5,130,None,i,None
30,び,0.5,130,b,i,None
30,べ,0.25,130,b,e,None
30,い,0.25,130,None,i,None
30,び,0.25,130,b,i,None
30,ず,0.75,130,z,u,None
30,つ,0.5,130,ts,u,None
30,よ,1.0,130,y,o,None
30,く,0.5,130,k,u,None
30,に,0.75,130,n,i,None
30,ぎ,0.375,130,g,i,None
30,っ,0.375,130,None,None,cl
30,て,0.5,130,t,e,None
30,え,1.25,130,None,e,None
30,い,0.5,130,None,i,None
30,つ,0.5,130,ts,u,None
30,の,0.5,130,n,o,None
30,ひ,0.5,130,h,i,None
30,か,0.5,130,k,a,None
30,べ,0.25,130,b,e,None
30,い,0.25,130,None,i,None
30,び,0.5,130,b,i,None
30,べ,0.25,130,b,e,None
30,い,0.25,130,None,i,None
30,び,0.25,130,b,i,None
30,ず,0.75,130,z,u,None
30,べ,0.375,130,b,e,None
30,い,0.375,130,None,i,None
30,び,0.5,130,b,i,None
30,べ,0.25,130,b,e,None
30,い,0.25,130,None,i,None
30,び,0.25,130,b,i,None
30,ず,0.75,130,z,u,None
30,く,0.5,130,k,u,None
30,ち,1.0,130,ch,i,None
30,び,0.5,130,b,i,None
30,る,0.75,130,r,u,None
30,か,0.75,130,k,a,None
30,さ,1.0,130,s,a,None
30,ね,0.5,130,n,e,None
30,た,0.5,130,t,a,None
30,ら,0.5,130,r,a,None
30,あ,1.0,130,None,a,None
30,お,0.5,130,None,o,None
30,お,0.5,130,None,o,None
30,べ,0.25,130,b,e,None
30,い,0.25,130,None,i,None
30,び,0.5,130,b,i,None
30,べ,0.25,130,b,e,None
30,い,0.25,130,None,i,None
30,び,0.25,130,b,i,None
30,ず,0.75,130,z,u,None
30,べ,0.375,130,b,e,None
30,い,0.375,130,None,i,None
30,び,0.5,130,b,i,None
30,べ,0.25,130,b,e,None
30,い,0.25,130,None,i,None
30,び,0.25,130,b,i,None
30,ぷ,0.25,130,p,u,None
30,り,0.5,130,r,i,None
30,ず,0.75,130,z,u,None
30,あ,0.5,130,None,a,None
30,か,0.5,130,k,a,None
30,く,0.5,130,k,u,None
30,そ,0.5,130,s,o,None
30,ま,0.375,130,m,a,None
30,っ,0.375,130,None,None,cl
30,て,0.5,130,t,e,None
30,え,0.5,130,None,e,None
30,く,2.75,130,k,u,None
31,あ,1.0,167,None,a,None
31,り,0.5,167,r,i,None
31,っ,0.5,167,None,None,cl
31,た,0.5,167,t,a,None
31,け,1.0,167,k,e,None
31,の,0.5,167,n,o,None
31,あ,0.5,167,None,a,None
31,い,0.5,167,None,i,None
31,ゆ,1.5,167,y,u,None
31,み,1.0,167,m,i,None
31,の,0.5,167,n,o,None
31,ら,0.5,167,r,a,None
31,な,0.5,167,n,a,None
31,か,0.5,167,k,a,None
31,っ,0.5,167,None,None,cl
31,た,0.5,167,t,a,None
31,ま,0.5,167,m,a,None
31,い,0.5,167,None,i,None
31,き,1.0,167,k,i,None
31,み,0.5,167,m,i,None
31,わ,1.5,167,w,a,None
31,い,1.0,167,None,i,None
31,つ,1.0,167,ts,u,None
31,で,0.5,167,d,e,None
31,も,1.5,167,m,o,None
31,ま,0.5,167,m,a,None
31,も,0.5,167,m,o,None
31,っ,0.5,167,None,None,cl
31,て,1.0,167,t,e,None
31,く,0.5,167,k,u,None
31,れ,1.0,167,r,e,None
31,た,0.5,167,t,a,None
31,あ,2.0,167,None,a,None
31,け,0.5,167,k,e,None
31,ん,1.0,167,None,None,N
31,か,0.5,167,k,a,None
31,も,0.5,167,m,o,None
31,し,1.0,167,sh,i,None
31,た,0.5,167,t,a,None
31,け,1.0,167,k,e,None
31,れ,1.0,167,r,e,None
31,ど,1.5,167,d,o,None
31,だ,1.0,167,d,a,None
31,か,0.5,167,k,a,None
31,ら,0.5,167,r,a,None
31,こ,0.5,167,k,o,None
31,そ,1.0,167,s,o,None
31,し,0.5,167,sh,i,None
31,ん,1.0,167,None,None,N
31,ゆ,1.0,167,y,u,None
31,う,1.5,167,None,u,None
31,な,1.0,167,n,a,None
31,ん,0.5,167,None,None,N
31,で,1.5,167,d,e,None
31,も,1.0,167,m,o,None
31,ぜ,1.0,167,z,e,None
31,ん,0.5,167,None,None,N
31,ぶ,1.5,167,b,u,None
31,わ,0.5,167,w,a,None
31,か,1.0,167,k,a,None
31,ち,1.0,167,ch,i,None
31,あ,0.5,167,None,a,None
31,っ,1.0,167,None,None,cl
31,た,3.5,167,t,a,None
31,い,2.0,167,None,i,None
31,しょ,1.0,167,sh,o,None
31,に,1.0,167,n,i,None
31,す,1.0,167,s,u,None
31,ご,1.0,167,g,o,None
31,し,1.0,167,sh,i,None
31,た,1.0,167,t,a,None
31,ひ,1.5,167,h,i,None
31,び,0.5,167,b,i,None
31,わ,1.0,167,w,a,None
31,ず,0.5,167,z,u,None
31,う,1.0,167,None,u,None
31,と,1.5,167,t,o,None
31,わ,0.5,167,w,a,None
31,た,0.5,167,t,a,None
31,し,1.0,167,sh,i,None
31,た,1.0,167,t,a,None
31,ち,1.0,167,ch,i,None
31,お,1.0,167,None,o,None
31,さ,1.0,167,s,a,None
31,さ,1.0,167,s,a,None
31,え,1.5,167,None,e,None
31,て,1.5,167,t,e,None
31,る,0.5,167,r,u,None
31,よ,3.0,167,y,o,None
31,は,0.5,167,w,a,None
31,る,0.5,167,r,u,None
31,か,1.0,167,k,a,None
31,ぜ,0.5,167,z,e,None
31,き,0.5,167,k,i,None
31,ら,0.5,167,r,a,None
31,り,1.0,167,r,i,None
31,あ,1.0,167,None,a,None
31,り,0.5,167,r,i,None
31,が,0.5,167,g,a,None
31,と,0.5,167,t,o,None
31,お,1.0,167,None,o,None
31,ぜ,0.5,167,z,e,None
31,っ,0.5,167,None,None,cl
31,た,0.5,167,t,a,None
31,い,0.5,167,None,i,None
31,わ,0.5,167,w,a,None
31,す,0.5,167,s,u,None
31,れ,0.5,167,r,e,None
31,な,1.0,167,n,a,None
31,い,0.5,167,None,i,None
31,め,0.5,167,m,e,None
31,も,0.5,167,m,o,None
31,か,0.5,167,k,a,None
31,が,1.0,167,g,a,None
31,や,1.0,167,y,a,None
31,く,1.0,167,k,u,None
31,お,1.0,167,None,o,None
31,も,1.0,167,m,o,None
31,い,1.0,167,None,i,None
31,で,1.0,167,d,e,None
31,が,1.0,167,g,a,None
31,あ,1.0,167,None,a,None
31,ふ,0.5,167,f,u,None
31,れ,1.0,167,r,e,None
31,だ,1.0,167,d,a,None
31,す,2.5,167,s,u,None
31,む,0.5,167,m,u,None
31,ね,0.5,167,n,e,None
31,きゅ,1.0,167,ky,u,None
31,ん,0.5,167,None,None,N
31,し,0.5,167,sh,i,None
31,た,0.5,167,t,a,None
31,り,1.0,167,r,i,None
31,お,0.5,167,None,o,None
31,お,0.5,167,None,o,None
31,な,0.5,167,n,a,None
31,き,0.5,167,k,i,None
31,し,0.5,167,sh,i,None
31,て,1.0,167,t,e,None
31,い,0.5,167,None,i,None
31,っ,0.5,167,None,None,cl
31,ぱ,0.5,167,p,a,None
31,い,0.5,167,None,i,None
31,か,0.5,167,k,a,None
31,た,0.5,167,t,a,None
31,り,0.5,167,r,i,None
31,あ,0.25,167,None,a,None
31,っ,0.25,167,None,None,cl
31,た,1.0,167,t,a,None
31,よ,0.5,167,y,o,None
31,ね,1.0,167,n,e,None
31,き,0.5,167,k,i,None
31,み,1.0,167,m,i,None
31,わ,1.0,167,w,a,None
31,ず,1.0,167,z,u,None
31,う,0.5,167,None,u,None
31,と,2.5,167,t,o,None
31,た,0.5,167,t,a,None
31,い,1.0,167,None,i,None
31,せ,1.0,167,s,e,None
31,つ,1.0,167,ts,u,None
31,な,1.0,167,n,a,None
31,と,1.5,167,t,o,None
31,ま,0.25,167,m,a,None
31,い,0.25,167,None,i,None
31,は,1.0,167,w,a,None
31,あ,0.5,167,None,a,None
31,と,0.5,167,t,o,None
31,が,0.5,167,g,a,None
31,た,0.5,167,t,a,None
31,の,0.5,167,n,o,None
31,は,0.5,167,w,a,None
31,な,1.0,167,n,a,None
31,び,0.5,167,b,i,None
31,ら,0.5,167,r,a,None
31,わ,1.5,167,w,a,None
31,え,0.5,167,None,e,None
31,い,1.0,167,None,i,None
31,え,1.0,167,None,e,None
31,ん,0.75,167,None,None,N
31,の,0.75,167,n,o,None
31,し,0.5,167,sh,i,None
31,る,1.0,167,r,u,None
31,し,0.5,167,sh,i,None
31,ね,1.5,167,n,e,None
31,え,0.5,167,None,e,None
31,が,0.5,167,g,a,None
31,お,1.5,167,None,o,None
31,で,1.5,167,d,e,None
31,て,1.5,167,t,e,None
31,お,1.5,167,None,o,None
31,ふ,1.0,167,f,u,None
31,ろ,5.0,167,r,o,None
32,げ,0.25,175,g,e,None
32,っ,0.25,175,None,None,cl
32,ぷ,0.5,175,p,u,None
32,り,0.5,175,r,i,None
32,ぱ,0.5,175,p,a,None
32,ら,1.0,175,r,a,None
32,きょ,1.0,175,ky,o,None
32,わ,0.5,175,w,a,None
32,も,0.25,175,m,o,None
32,っ,0.25,175,None,None,cl
32,と,0.5,175,t,o,None
32,か,0.5,175,k,a,None
32,が,0.5,175,g,a,None
32,や,0.5,175,y,a,None
32,く,0.5,175,k,u,None
32,よ,1.0,175,y,o,None
32,む,0.5,175,m,u,None
32,ね,0.5,175,n,e,None
32,の,0.5,175,n,o,None
32,れ,0.5,175,r,e,None
32,い,0.5,175,None,i,None
32,ん,0.5,175,None,None,N
32,ぼ,2.0,175,b,o,None
32,と,0.5,175,t,o,None
32,き,0.5,175,k,i,None
32,め,1.0,175,m,e,None
32,き,0.5,175,k,i,None
32,の,1.0,175,n,o,None
32,ね,0.5,175,n,e,None
32,ば,1.0,175,b,a,None
32,か,1.0,175,k,a,None
32,か,0.5,175,k,a,None
32,な,0.5,175,n,a,None
32,え,0.5,175,None,e,None
32,た,0.5,175,t,a,None
32,い,0.5,175,None,i,None
32,も,0.5,175,m,o,None
32,の,2.0,175,n,o,None
32,そ,0.5,175,s,o,None
32,れ,0.5,175,r,e,None
32,じゃ,1.0,175,j,a,None
32,み,0.5,175,m,i,None
32,た,0.5,175,t,a,None
32,せ,0.5,175,s,e,None
32,な,0.5,175,n,a,None
32,い,0.5,175,None,i,None
32,も,0.5,175,m,o,None
32,の,2.0,175,n,o,None
32,ど,1.0,175,d,o,None
32,き,1.0,175,k,i,None
32,ど,0.75,175,d,o,None
32,き,0.5,175,k,i,None
32,な,1.5,175,n,a,None
32,め,0.5,175,m,e,None
32,ろ,0.5,175,r,o,None
32,でぃ,0.75,175,d,i,None
32,が,0.5,175,g,a,None
32,も,0.5,175,m,o,None
32,お,1.0,175,None,o,None
32,す,0.5,175,s,u,None
32,ぐ,2.0,175,g,u,None
32,き,0.5,175,k,i,None
32,こ,0.5,175,k,o,None
32,え,0.5,175,None,e,None
32,る,0.5,175,r,u,None
32,よ,2.0,175,y,o,None
32,け,0.5,175,k,e,None
32,し,0.5,175,sh,i,None
32,て,1.0,175,t,e,None
32,な,0.5,175,n,a,None
32,く,0.5,175,k,u,None
32,せ,0.5,175,s,e,None
32,な,0.5,175,n,a,None
32,い,0.5,175,None,i,None
32,も,0.5,175,m,o,None
32,の,1.0,175,n,o,None
32,こ,0.5,175,k,o,None
32,れ,0.5,175,r,e,None
32,わ,1.0,175,w,a,None
32,ゆ,0.5,175,y,u,None
32,ず,0.5,175,z,u,None
32,れ,0.5,175,r,e,None
32,な,0.5,175,n,a,None
32,い,0.5,175,None,i,None
32,も,0.5,175,m,o,None
32,の,1.0,175,n,o,None
32,み,0.5,175,m,i,None
32,ら,1.0,175,r,a,None
32,く,0.5,175,k,u,None
32,る,0.5,175,r,u,None
32,な,1.0,175,n,a,None
32,ゆ,1.0,175,y,u,None
32,じょ,1.0,175,j,o,None
32,わ,0.5,175,w,a,None
32,ふぉ,1.0,175,f,o,None
32,え,0.5,175,None,e,None
32,ば,2.0,175,b,a,None
32,す,0.5,175,s,u,None
32,な,0.5,175,n,a,None
32,お,0.5,175,None,o,None
32,な,1.5,175,n,a,None
32,き,1.0,175,k,i,None
32,も,1.0,175,m,o,None
32,ち,1.0,175,ch,i,None
32,が,1.0,175,g,a,None
32,い,1.0,175,None,i,None
32,よ,0.5,175,y,o,None
32,ね,1.5,175,n,e,None
32,こ,0.75,175,k,o,None
32,と,1.0,175,t,o,None
32,ば,1.0,175,b,a,None
32,じゃ,1.0,175,j,a,None
32,は,0.5,175,w,a,None
32,か,0.5,175,k,a,None
32,れ,0.5,175,r,e,None
32,な,0.5,175,n,a,None
32,い,0.5,175,None,i,None
32,みゅ,1.0,175,my,u,None
32,の,1.0,175,n,o,None
32,が,0.5,175,g,a,None
32,せ,0.5,175,s,e,None
32,な,0.5,175,n,a,None
32,い,0.5,175,None,i,None
32,ね,1.0,175,n,e,None
32,い,1.0,175,None,i,None
32,ま,0.5,175,m,a,None
32,す,0.5,175,s,u,None
32,ぐ,0.5,175,g,u,None
32,は,0.25,175,w,a,None
32,っ,0.25,175,None,None,cl
32,ぴ,1.0,175,p,i,None
32,だ,0.5,175,d,a,None
32,き,0.5,175,k,i,None
32,し,1.0,175,sh,i,None
32,め,0.5,175,m,e,None
32,た,0.5,175,t,a,None
32,い,1.0,175,None,i,None
32,ぼ,1.0,175,b,o,None
32,しゃ,0.5,175,sh,a,None
32,わ,1.0,175,w,a,None
32,え,0.5,175,None,e,None
32,が,0.5,175,g,a,None
32,く,1.0,175,k,u,None
32,よ,1.0,175,y,o,None
32,しゅ,0.5,175,sh,u,None
32,でぃ,0.5,175,d,i,None
32,ん,0.5,175,None,None,N
32,あ,0.5,175,None,a,None
32,こ,0.5,175,k,o,None
32,が,0.5,175,g,a,None
32,れ,1.5,175,r,e,None
32,か,0.5,175,k,a,None
32,な,0.5,175,n,a,None
32,う,0.5,175,None,u,None
32,す,0.5,175,s,u,None
32,て,1.0,175,t,e,None
32,じ,0.5,175,j,i,None
32,ま,0.5,175,m,a,None
32,で,1.0,175,d,e,None
32,う,0.5,175,None,u,None
32,ん,0.5,175,None,None,N
32,め,0.5,175,m,e,None
32,い,0.5,175,None,i,None
32,の,1.0,175,n,o,None
32,た,0.5,175,t,a,None
32,く,0.5,175,k,u,None
32,と,0.5,175,t,o,None
32,で,1.0,175,d,e,None
32,しょ,1.0,175,sh,o,None
32,ぜ,1.25,175,z,e,None
32,と,1.0,175,t,o,None
32,あ,1.0,175,None,a,None
32,け,0.5,175,k,e,None
32,て,1.0,175,t,e,None
32,ま,0.5,175,m,a,None
32,ぶ,0.5,175,b,u,None
32,し,1.0,175,sh,i,None
32,み,0.5,175,m,i,None
32,ら,0.5,175,r,a,None
32,い,0.5,175,None,i,None
32,え,3.0,175,None,e,None
32,か,0.5,175,k,a,None
32,み,0.5,175,m,i,None
32,あ,0.5,175,None,a,None
32,い,0.5,175,None,i,None
32,ど,0.5,175,d,o,None
32,る,1.0,175,r,u,None
32,だ,0.5,175,d,a,None
32,っ,0.5,175,None,None,cl
32,て,2.0,175,t,e,None
32,な,0.25,175,n,a,None
32,っ,0.25,175,None,None,cl
32,て,1.0,175,t,e,None
32,み,2.0,175,m,i,None
32,せ,2.0,175,s,e,None
32,る,2.0,175,r,u,None
32,か,1.5,175,k,a,None
32,あ,0.5,175,None,a,None
32,ら,4.5,175,r,a,None
33,か,0.5,175,k,a,None
33,か,1.375,175,k,a,None
33,え,1.25,175,None,e,None
33,き,0.5,175,k,i,None
33,れ,1.375,175,r,e,None
33,な,0.5,175,n,a,None
33,い,1.0,175,None,i,None
33,ほ,0.5,175,h,o,None
33,ど,0.75,175,d,o,None
33,ふ,0.875,175,f,u,None
33,く,0.75,175,k,u,None
33,ら,0.5,175,r,a,None
33,む,2.875,175,m,u,None
33,こ,0.5,175,k,o,None
33,こ,1.5,175,k,o,None
33,ろ,1.5,175,r,o,None
33,に,0.5,175,n,i,None
33,み,1.5,175,m,i,None
33,み,0.5,175,m,i,None
33,お,0.75,175,None,o,None
33,す,0.5,175,s,u,None
33,ま,0.5,175,m,a,None
33,せ,0.875,175,s,e,None
33,て,0.75,175,t,e,None
33,い,0.5,175,None,i,None
33,た,3.875,175,t,a,None
33,ふ,1.0,175,f,u,None
33,み,1.0,175,m,i,None
33,だ,1.0,175,d,a,None
33,し,0.75,175,sh,i,None
33,た,0.75,175,t,a,None
33,た,0.75,175,t,a,None
33,び,0.75,175,b,i,None
33,じ,1.0,175,j,i,None
33,の,0.5,175,n,o,None
33,な,0.75,175,n,a,None
33,か,0.875,175,k,a,None
33,で,3.0,175,d,e,None
33,で,1.0,175,d,e,None
33,あ,1.0,175,None,a,None
33,え,1.0,175,None,e,None
33,た,0.75,175,t,a,None
33,き,0.5,175,k,i,None
33,せ,0.75,175,s,e,None
33,き,1.0,175,k,i,None
33,わ,0.5,175,w,a,None
33,あ,3.875,175,None,a,None
33,ぐ,0.75,175,g,u,None
33,ぜ,0.375,175,z,e,None
33,ん,0.375,175,None,None,N
33,じゃ,0.5,175,j,a,None
33,な,1.0,175,n,a,None
33,い,4.375,175,None,i,None
33,め,0.5,175,m,e,None
33,の,0.875,175,n,o,None
33,ま,0.625,175,m,a,None
33,え,0.625,175,None,e,None
33,に,0.5,175,n,i,None
33,ひ,0.5,175,h,i,None
33,ろ,0.875,175,r,o,None
33,が,0.5,175,g,a,None
33,っ,0.5,175,None,None,cl
33,て,0.75,175,t,e,None
33,ゆ,0.5,175,y,u,None
33,く,0.875,175,k,u,None
33,か,1.25,175,k,a,None
33,が,0.75,175,g,a,None
33,や,0.375,175,y,a,None
33,き,1.0,175,k,i,None
33,お,1.75,175,None,o,None
33,ひ,0.875,175,h,i,None
33,と,1.0,175,t,o,None
33,つ,1.0,175,ts,u,None
33,の,0.75,175,n,o,None
33,こ,0.5,175,k,o,None
33,さ,0.75,175,s,a,None
33,ず,0.75,175,z,u,None
33,う,0.75,175,None,u,None
33,け,0.75,175,k,e,None
33,と,1.0,175,t,o,None
33,め,1.875,175,m,e,None
33,て,1.0,175,t,e,None
33,ま,0.5,175,m,a,None
33,よ,0.4375,175,y,o,None
33,い,0.4375,175,None,i,None
33,や,1.0,175,y,a,None
33,こ,0.5,175,k,o,None
33,か,0.5,175,k,a,None
33,い,0.875,175,None,i,None
33,だ,0.5,175,d,a,None
33,っ,0.5,175,None,None,cl
33,て,1.0,175,t,e,None
33,め,0.5,175,m,e,None
33,お,0.875,175,None,o,None
33,そ,1.5,175,s,o,None
33,ら,1.0,175,r,a,None
33,さ,0.375,175,s,a,None
33,ず,1.0,175,z,u,None
33,に,1.5,175,n,i,None
33,ど,1.0,175,d,o,None
33,ん,1.0,175,None,None,N
33,な,1.25,175,n,a,None
33,み,1.0,175,m,i,None
33,ち,1.0,175,ch,i,None
33,の,1.0,175,n,o,None
33,り,1.0,175,r,i,None
33,も,0.75,175,m,o,None
33,こ,1.0,175,k,o,None
33,え,1.875,175,None,e,None
33,て,1.0,175,t,e,None
33,ゆ,1.0,175,y,u,None
33,け,0.5,175,k,e,None
33,る,0.75,175,r,u,None
33,と,3.375,175,t,o,None
33,お,1.0,175,None,o,None
33,も,1.0,175,m,o,None
33,え,0.5,175,None,e,None
33,た,6.375,175,t,a,None
33,ぼ,0.5,175,b,o,None
33,く,1.0,175,k,u,None
33,ら,1.0,175,r,a,None
33,の,1.0,175,n,o,None
33,か,0.5,175,k,a,None
33,な,1.0,175,n,a,None
33,で,1.25,175,d,e,None
33,る,2.875,175,r,u,None
33,め,0.5,175,m,e,None
33,ろ,0.875,175,r,o,None
33,でぃ,1.25,175,d,i,None
33,が,0.75,175,g,a,None
33,か,0.5,175,k,a,None
33,さ,1.0,175,s,a,None
33,な,0.5,175,n,a,None
33,っ,0.5,175,None,None,cl
33,て,3.875,175,t,e,None
33,せ,0.5,175,s,e,None
33,か,0.5,175,k,a,None
33,い,0.5,175,None,i,None
33,じゅ,1.5,175,j,u,None
33,に,1.0,175,n,i,None
33,ひ,0.5,175,h,i,None
33,ろ,0.875,175,r,o,None
33,が,1.5,175,g,a,None
33,る,3.875,175,r,u,None
33,お,0.5,175,None,o,None
33,も,0.75,175,m,o,None
33,い,0.75,175,None,i,None
33,お,1.25,175,None,o,None
33,つ,0.5,175,ts,u,None
33,よ,1.375,175,y,o,None
33,く,0.5,175,k,u,None
33,だ,0.75,175,d,a,None
33,き,0.5,175,k,i,None
33,し,0.75,175,sh,i,None
33,め,0.875,175,m,e,None
33,た,1.0,175,t,a,None
33,な,0.5,175,n,a,None
33,ら,2.875,175,r,a,None
33,ど,0.75,175,d,o,None
33,こ,1.0,175,k,o,None
33,ま,0.5,175,m,a,None
33,で,5.375,175,d,e,None
33,も,1.0,175,m,o,None
33,ゆ,0.75,175,y,u,None
33,け,0.5,175,k,e,None
33,る,6.375,175,r,u,None
33,あ,10.875,175,None,a,None
34,お,0.5,137,None,o,None
34,き,0.5,137,k,i,None
34,ざ,0.5,137,z,a,None
34,り,1.0,137,r,i,None
34,の,0.5,137,n,o,None
34,ほ,1.0,137,h,o,None
34,ほ,1.0,137,h,o,None
34,か,0.5,137,k,a,None
34,す,0.75,137,s,u,None
34,め,0.75,137,m,e,None
34,て,2.0,137,t,e,None
34,お,0.5,137,None,o,None
34,ち,0.5,137,ch,i,None
34,て,0.5,137,t,e,None
34,い,1.0,137,None,i,None
34,く,1.0,137,k,u,None
34,れ,0.5,137,r,e,None
34,い,0.5,137,None,i,None
34,に,0.5,137,n,i,None
34,な,0.5,137,n,a,None
34,い,0.5,137,None,i,None
34,む,0.5,137,m,u,None
34,ね,0.5,137,n,e,None
34,の,1.5,137,n,o,None
34,お,0.5,137,None,o,None
34,く,0.5,137,k,u,None
34,ま,0.5,137,m,a,None
34,で,0.5,137,d,e,None
34,さ,1.0,137,s,a,None
34,す,1.0,137,s,u,None
34,の,1.0,137,n,o,None
34,わ,1.0,137,w,a,None
34,も,1.0,137,m,o,None
34,や,1.0,137,y,a,None
34,め,0.5,137,m,e,None
34,に,1.0,137,n,i,None
34,し,0.5,137,sh,i,None
34,て,1.5,137,t,e,None
34,く,0.5,137,k,u,None
34,ち,0.5,137,ch,i,None
34,ぐ,0.5,137,g,u,None
34,せ,1.0,137,s,e,None
34,の,0.5,137,n,o,None
34,よ,1.0,137,y,o,None
34,な,1.0,137,n,a,None
34,こ,0.5,137,k,o,None
34,と,0.75,137,t,o,None
34,ば,0.75,137,b,a,None
34,お,2.0,137,None,o,None
34,さ,0.5,137,s,a,None
34,え,0.5,137,None,e,None
34,ぎ,0.5,137,g,i,None
34,る,1.0,137,r,u,None
34,と,1.0,137,t,o,None
34,い,0.5,137,None,i,None
34,き,0.75,137,k,i,None
34,じゃ,1.0,137,j,a,None
34,あ,0.5,137,None,a,None
34,り,0.5,137,r,i,None
34,ふ,1.0,137,f,u,None
34,れ,0.5,137,r,e,None
34,た,1.0,137,t,a,None
34,こ,0.5,137,k,o,None
34,い,0.5,137,None,i,None
34,の,0.5,137,n,o,None
34,お,1.0,137,None,o,None
34,わ,0.5,137,w,a,None
34,り,1.0,137,r,i,None
34,に,1.0,137,n,i,None
34,と,0.5,137,t,o,None
34,ら,0.5,137,r,a,None
34,わ,0.5,137,w,a,None
34,れ,0.5,137,r,e,None
34,る,0.5,137,r,u,None
34,だ,0.5,137,d,a,None
34,け,2.0,137,k,e,None
34,う,0.5,137,None,u,None
34,ん,0.5,137,None,None,N
34,め,0.75,137,m,e,None
34,い,0.75,137,None,i,None
34,に,1.5,137,n,i,None
34,ゆ,0.5,137,y,u,None
34,め,1.0,137,m,e,None
34,み,0.5,137,m,i,None
34,た,1.5,137,t,a,None
34,ふ,0.5,137,f,u,None
34,た,0.5,137,t,a,None
34,り,0.5,137,r,i,None
34,の,1.0,137,n,o,None
34,み,0.5,137,m,i,None
34,ら,1.0,137,r,a,None
34,い,1.0,137,None,i,None
34,わ,2.0,137,w,a,None
34,き,0.5,137,k,i,None
34,っ,0.5,137,None,None,cl
34,と,0.5,137,t,o,None
34,も,1.0,137,m,o,None
34,い,0.5,137,None,i,None
34,ち,0.25,137,ch,i,None
34,ど,1.75,137,d,o,None
34,ま,0.25,137,m,a,None
34,じ,0.25,137,j,i,None
34,わ,0.75,137,w,a,None
34,る,0.75,137,r,u,None
34,こ,1.0,137,k,o,None
34,と,0.5,137,t,o,None
